"facility_name","addresses","zip_code","lon","lat","geoAddress"
"COMPASS MEMORIAL HEALTHCARE","300 W MAY ST, MARENGO, IA","52301",-92.0734907,41.8020676,"300 w may st, marengo, ia 52301, usa"
"VETERANS MEMORIAL HOSPITAL","40 1ST STREET SE, WAUKON, IA","52172",-91.4730295,43.2683425,"40 1st st se, waukon, ia 52172, usa"
"MERCYONE ELKADER MEDICAL CENTER","901 DAVIDSON STREET NW, ELKADER, IA","52043",-91.415252,42.8600074,"901 davidson st, elkader, ia 52043, usa"
"COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","909 WEST FIRST STREET, SUMNER, IA","50674",-92.109287,42.846632,"909 w 1st st, sumner, ia 50674, usa"
"AVERA MERRILL PIONEER HOSPITAL","1100 S 10TH AVE, ROCK RAPIDS, IA","51246",-96.1757132,43.4213815,"1100 s 10th ave, rock rapids, ia 51246, usa"
"DALLAS COUNTY HOSPITAL","610 TENTH STREET, PERRY, IA","50220",-94.0929868,41.833395,"610 10th st, perry, ia 50220, usa"
"MITCHELL COUNTY REGIONAL HEALTH","616 NORTH EIGHTH STREET, OSAGE, IA","50461",-92.8083311,43.2895168,"616 n 8th st, osage, ia 50461, usa"
"GEORGE C GRAPE COMMUNITY HOSPITAL","2959 US HIGHWAY 275, HAMBURG, IA","51640",-95.6506098,40.6204244,"2959 us-275, hamburg, ia 51640, usa"
"GREENE COUNTY MEDICAL CENTER","1000 WEST LINCOLN WAY, JEFFERSON, IA","50129",-94.3889936,42.0159506,"1000 w lincoln way, jefferson, ia 50129, usa"
"MADISON COUNTY MEMORIAL HOSPITAL","300 WEST HUTCHINGS STREET, WINTERSET, IA","50273",-94.0170303,41.3283224,"300 w hutchings st, winterset, ia 50273, usa"
"DAVIS COUNTY HOSPITAL","509 NORTH MADISON STREET, BLOOMFIELD, IA","52537",-92.4158081,40.7594667,"509 n madison st, bloomfield, ia 52537, usa"
"REGIONAL HEALTH SERVICES OF HOWARD COUNTY","235 8TH AVENUE WEST, CRESCO, IA","52136",-92.1178696,43.3812411,"235 8th ave w, cresco, ia 52136, usa"
"JACKSON COUNTY REGIONAL HEALTH CENTER","700 W GROVE ST, MAQUOKETA, IA","52060",-90.6738209,42.0727304,"700 w grove st, maquoketa, ia 52060, usa"
"AUDUBON COUNTY MEMORIAL HOSPITAL","515 PACIFIC AVENUE, AUDUBON, IA","50025",-94.9377707,41.7153416,"515 s pacific ave, audubon, ia 50025, usa"
"MERCY MEDICAL CENTER-NEW HAMPTON","308 NORTH MAPLE AVENUE, NEW HAMPTON, IA","50659",-92.3218737,43.0628207,"308 n maple ave, new hampton, ia 50659, usa"
"MANNING REGIONAL HEALTHCARE CENTER","1550 SIXTH STREET, MANNING, IA","51455",-95.075404,41.9044736,"1550 6th st, manning, ia 51455, usa"
"STORY COUNTY HOSPITAL","640 SOUTH 19TH STREET, NEVADA, IA","50201",-93.4369783,42.0050036,"640 s 19th st, nevada, ia 50201, usa"
"HUMBOLDT COUNTY MEMORIAL HOSPITAL","1000 NORTH 15TH STREET, HUMBOLDT, IA","50548",-94.2302018,42.7318263,"1000 n 15th st, humboldt, ia 50548, usa"
"BUCHANAN COUNTY HEALTH CENTER","1600 FIRST ST EAST, INDEPENDENCE, IA","50644",-91.8743694,42.4705326,"1600 1st st e, independence, ia 50644, usa"
"HEGG MEMORIAL HEALTH CENTER","1202 21ST AVENUE, ROCK VALLEY, IA","51247",-96.2841082,43.2019452,"1202 21st ave, rock valley, ia 51247, usa"
"VAN BUREN COUNTY HOSPITAL","304 FRANKLIN STREET, KEOSAUQUA, IA","52565",-91.9595935,40.7364916,"304 franklin st, keosauqua, ia 52565, usa"
"MERCYONE OELWEIN MEDICAL CENTER","201 EIGHTH AVENUE SE, OELWEIN, IA","50662",-91.9022154,42.675448,"201 8th ave se, oelwein, ia 50662, usa"
"WAVERLY HEALTH CENTER","312  9TH STREET SW, WAVERLY, IA","50677",-92.4822861,42.7228654,"312 9th st sw, waverly, ia 50677, usa"
"DECATUR COUNTY HOSPITAL","1405 NW CHURCH STREET, LEON, IA","50144",-93.7468416,40.7509899,"1405 nw church st, leon, ia 50144, usa"
"LUCAS COUNTY HEALTH CENTER","1200 NORTH 7TH STREET, CHARITON, IA","50049",-93.3019923,41.0279241,"1200 n 7th st, chariton, ia 50049, usa"
"MONROE COUNTY HOSPITAL","6580 165TH STREET, ALBIA, IA","52531",-92.7968114,41.043534,"6580 165th st, albia, ia 52531, usa"
"REGIONAL MEDICAL CENTER","709 W MAIN STREET, MANCHESTER, IA","52057",-91.4667845,42.4849041,"709 w main st, manchester, ia 52057, usa"
"WASHINGTON COUNTY HOSPITAL AND CLINICS","400 EAST POLK STREET, WASHINGTON, IA","52353",-91.6875347,41.2893139,"400 e polk st, washington, ia 52353, usa"
"OSCEOLA COMMUNITY HOSPITAL","600 9TH AVENUE NORTH, SIBLEY, IA","51249",-95.7422668,43.4103397,"600 9th ave n, sibley, ia 51249, usa"
"SIOUX CENTER HEALTH","1101 9TH STREET SE, SIOUX CENTER, IA","51250",-96.1581668,43.068417,"1101 9th st se, sioux center, ia 51250, usa"
"FLOYD COUNTY MEDICAL CENTER","800 11TH ST, CHARLES CITY, IA","50616",-92.6837108,43.0513178,"800 11th st, charles city, ia 50616, usa"
"CLARKE COUNTY HOSPITAL","800 S FILLMORE ST, OSCEOLA, IA","50213",-93.768147,41.0258762,"800 s fillmore st, osceola, ia 50213, usa"
"VIRGINIA GAY HOSPITAL","502 NORTH 9TH AVENUE, VINTON, IA","52349",-92.0123981,42.1735528,"502 n 9th ave, vinton, ia 52349, usa"
"STEWART MEMORIAL COMMUNITY HOSPITAL","1301 WEST MAIN STREET, LAKE CITY, IA","51449",-94.7452069,42.2667693,"1301 w main st, lake city, ia 51449, usa"
"AVERA HOLY FAMILY HOSPITAL","826 NORTH 8TH STREET, ESTHERVILLE, IA","51334",-94.8337105,43.4095751,"826 n 8th st, estherville, ia 51334, usa"
"CLARINDA REGIONAL HEALTH CENTER","220 ESSIE DAVISON DRIVE, CLARINDA, IA","51632",-95.0431997,40.7234542,"220 essie davison dr, clarinda, ia 51632, usa"
"KOSSUTH REGIONAL HEALTH CENTER","1515 SOUTH PHILLIPS STREET, ALGONA, IA","50511",-94.2257591,43.0565304,"1515 s phillips st, algona, ia 50511, usa"
"HORN MEMORIAL HOSPITAL","701 E 2ND ST, IDA GROVE, IA","51445",-95.4597614,42.3387394,"701 e 2nd st, ida grove, ia 51445, usa"
"KNOXVILLE HOSPITAL & CLINICS","1002 SOUTH LINCOLN STREET, KNOXVILLE, IA","50138",-93.1117229,41.3111208,"1002 s lincoln st, knoxville, ia 50138, usa"
"HENRY COUNTY HEALTH CENTER","407 S WHITE ST, MOUNT PLEASANT, IA","52641",-91.5581479,40.963613,"407 s white st, mt pleasant, ia 52641, usa"
"PALO ALTO COUNTY HOSPITAL","3201 1ST STREET, EMMETSBURG, IA","50536",-94.6918715,43.1202069,"3201 1st st, emmetsburg, ia 50536, usa"
"WAYNE COUNTY HOSPITAL","417 SOUTH EAST STREET, CORYDON, IA","50060",-93.3113336,40.7540801,"417 s east st, corydon, ia 50060, usa"
"BURGESS HEALTH CENTER","1600 DIAMOND STREET, ONAWA, IA","51040",-96.1057313,42.0253229,"1600 diamond st, onawa, ia 51040, usa"
"ORANGE CITY AREA HEALTH SYSTEM","1000 LINCOLN CIRCLE SE, ORANGE CITY, IA","51041",-96.0449321,42.9946175,"1000 lincoln cir, orange city, ia 51041, usa"
"VAN DIEST MEDICAL CENTER","2350 HOSPITAL DRIVE, WEBSTER CITY, IA","50595",-93.8122129,42.4525471,"2350 hospital dr, webster city, ia 50595, usa"
"CHEROKEE REGIONAL MEDICAL CENTER","300 SIOUX VALLEY DRIVE, CHEROKEE, IA","51012",-95.5481112,42.7593414,"300 sioux valley dr, cherokee, ia 51012, usa"
"MONTGOMERY COUNTY MEMORIAL HOSPITAL","2301 EASTERN AVENUE, RED OAK, IA","51566",-95.215739,41.0275676,"2301 eastern ave, red oak, ia 51566, usa"
"JEFFERSON COUNTY HEALTH CENTER","2000 S MAIN, FAIRFIELD, IA","52556",-91.9649141,40.986158,"2000 s main st, fairfield, ia 52556, usa"
"GREATER REGIONAL MEDICAL CENTER","1700 WEST TOWNLINE STREET, CRESTON, IA","50801",-94.3839097,41.0702556,"1700 w townline st, creston, ia 50801, usa"
"SHENANDOAH MEDICAL CENTER","300 PERSHING AVENUE, SHENANDOAH, IA","51601",-95.3692562,40.7527521,"300 pershing ave, shenandoah, ia 51601, usa"
"PELLA REGIONAL HEALTH CENTER","404 JEFFERSON STREET, PELLA, IA","50219",-92.91151,41.4134489,"404 jefferson st, pella, ia 50219, usa"
"FLOYD VALLEY HEALTHCARE","714 LINCOLN ST NE, LE MARS, IA","51031",-96.1555839,42.796123,"714 lincoln st ne, le mars, ia 51031, usa"
"CRAWFORD COUNTY MEMORIAL HOSPITAL","100 MEDICAL PARKWAY, DENISON, IA","51442",-95.3781695,42.0243513,"100 medical pkwy, denison, ia 51442, usa"
"LORING HOSPITAL","211 HIGHLAND AVENUE PO BOX 217, SAC CITY, IA","50583",-94.9795774,42.4188385,"211 highland ave, sac city, ia 50583, usa"
"WINNESHIEK MEDICAL CENTER","901 MONTGOMERY STREET, DECORAH, IA","52101",-91.7739653,43.2946277,"901 montgomery st, decorah, ia 52101, usa"
"BOONE COUNTY HOSPITAL","1015 UNION STREET, BOONE, IA","50036",-93.8771438,42.0559904,"1015 union st, boone, ia 50036, usa"
"RINGGOLD COUNTY HOSPITAL","504 NORTH CLEVELAND STREET, MOUNT AYR, IA","50854",-94.2216821,40.7187837,"504 n cleveland st, mt ayr, ia 50854, usa"
"MYRTUE MEDICAL CENTER","1213 GARFIELD AVENUE, HARLAN, IA","51537",-95.326998,41.6468754,"1213 garfield ave, harlan, ia 51537, usa"
"BUENA VISTA REGIONAL MEDICAL CENTER","1525 WEST 5TH STREET, STORM LAKE, IA","50588",-95.220777,42.6445048,"1525 w 5th st, storm lake, ia 50588, usa"
"CASS COUNTY MEMORIAL HOSPITAL","1501 EAST TENTH STREET, ATLANTIC, IA","50022",-94.9911102,41.4012457,"1501 e 10th st, atlantic, ia 50022, usa"
"MERCYONE CENTERVILLE MEDICAL CENTER","ONE ST JOSEPH'S DRIVE, CENTERVILLE, IA","52544",-92.8570527,40.7557317,"1 old hwy 5, centerville, ia 52544, usa"
"MERCYONE DYERSVILLE MEDICAL CENTER","1111 3RD STREET SW, DYERSVILLE, IA","52040",-91.1306548,42.4756465,"1111 3rd st sw, dyersville, ia 52040, usa"
"MAHASKA  HEALTH PARTNERSHIP","1229 C AVENUE EAST, OSKALOOSA, IA","52577",-92.6297829,41.2995262,"1229 c ave e, oskaloosa, ia 52577, usa"
"HANSEN FAMILY HOSPITAL","920 SOUTH OAK STREET, IOWA FALLS, IA","50126",-93.2607824,42.5004969,"920 s oak st, iowa falls, ia 50126, usa"
"SANFORD SHELDON MEDICAL CENTER","118 NORTH 7TH AVENUE, SHELDON, IA","51201",-95.8464428,43.187126,"118 n 7th ave, sheldon, ia 51201, usa"
"MENTAL HEALTH INSTITUTE","1251 NORTH CEDAR LOOP, CHEROKEE, IA","51012",-95.5722708,42.757142,"1251 w cedar loop, cherokee, ia 51012, usa"
"MENTAL HEALTH INSTITUTE","2277 IOWA AVENUE, INDEPENDENCE, IA","50644",-91.9196648,42.4614243,"2277 iowa ave, independence, ia 50644, usa"
"VIA CHRISTI HOSPITAL PITTSBURG INC","1 MT CARMEL WAY, PITTSBURG, KS","66762",-94.6845204,37.3803626,"1 mt carmel pl, pittsburg, ks 66762, usa"
"SAINT JOHN HOSPITAL","3500 SOUTH 4TH STREET, LEAVENWORTH, KS","66048",-94.9059699,39.2819467,"3500 s 4th st, leavenworth, ks 66048, usa"
"SALINA REGIONAL HEALTH CENTER","400 SOUTH SANTA FE AVENUE, SALINA, KS","67401",-97.6102357,38.8334967,"400 s santa fe ave, salina, ks 67401, usa"
"HAYS MEDICAL CENTER","2220 CANTERBURY DRIVE, HAYS, KS","67601",-99.2990396,38.8786284,"2220 canterbury dr, hays, ks 67601, usa"
"ADVENTHEALTH OTTAWA","1301 S MAIN STREET, OTTAWA, KS","66067",-95.2677091,38.5963561,"1301 s main st, ottawa, ks 66067, usa"
"UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS","1700 SW 7TH STREET, TOPEKA, KS","66606",-95.69591,39.0565558,"1700 sw 7th st, topeka, ks 66606, usa"
"SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST, EL DORADO, KS","67042",-96.858427,37.8182791,"720 w central ave, el dorado, ks 67042, usa"
"HUTCHINSON REGIONAL MEDICAL CENTER INC","1701 E 23RD AVENUE, HUTCHINSON, KS","67502",-97.8920185,38.0771846,"1701 e 23rd ave, hutchinson, ks 67502, usa"
"ST CATHERINE HOSPITAL","401 EAST SPRUCE, GARDEN CITY, KS","67846",-100.8683424,37.9696779,"401 e spruce st, garden city, ks 67846, usa"
"PRATT REGIONAL MEDICAL CENTER","200 COMMODORE ST, PRATT, KS","67124",-98.729442,37.644644,"200 commodore st, pratt, ks 67124, usa"
"Irwin ACH (FT Riley)","600 Caisson Hill Road, Fort Riley, KS","66442",-96.7726545,39.0792149,"600 caisson hill rd, fort riley, ks 66442, usa"
"UNIVERSITY OF KANSAS HOSPITAL","4000 CAMBRIDGE STREET, KANSAS CITY, KS","66160",-94.6090324,39.0558531,"4000 cambridge st, kansas city, ks 66103, usa"
"OLATHE MEDICAL CENTER","20333 WEST 151ST STREET, OLATHE, KS","66061",-94.822947,38.8520492,"20333 w 151st st, olathe, ks 66061, usa"
"SOUTHWEST MEDICAL CENTER","315 WEST 15TH STREET, LIBERAL, KS","67901",-100.9258669,37.0545096,"315 w 15th st, liberal, ks 67901, usa"
"GEARY COMMUNITY HOSPITAL","1102 ST MARY'S ROAD, JUNCTION CITY, KS","66441",-96.851104,39.0140681,"1102 st marys rd, junction city, ks 66441, usa"
"MERCY HOSPITAL, INC","218 E PACK STREET, MOUNDRIDGE, KS","67107",-97.5168558,38.205397,"218 e pack st, moundridge, ks 67107, usa"
"STORMONT VAIL HOSPITAL","1500 SW 10TH AVENUE, TOPEKA, KS","66604",-95.6964703,39.0526033,"1500 sw 10th ave, topeka, ks 66604, usa"
"NMC HEALTH","600 MEDICAL CENTER DRIVE, NEWTON, KS","67114",-97.3331749,38.0244914,"600 medical center dr, newton, ks 67114, usa"
"ADVENTHEALTH SHAWNEE MISSION","9100 W 74TH STREET, SHAWNEE MISSION, KS","66204",-94.6921139,38.9957761,"9100 w 74th st, shawnee, ks 66203, usa"
"MCPHERSON HOSPITAL","1000 HOSPITAL DRIVE, MCPHERSON, KS","67460",-97.6708345,38.3782179,"1000 hospital dr, mcpherson, ks 67460, usa"
"MIAMI COUNTY MEDICAL CENTER","2100 BAPTISTE DRIVE, PAOLA, KS","66071",-94.8491211,38.569485,"2100 baptiste dr, paola, ks 66071, usa"
"BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL","415 N MAIN STREET, ULYSSES, KS","67880",-101.358531,37.584549,"415 n main st, ulysses, ks 67880, usa"
"LABETTE HEALTH","1902 SOUTH US HWY 59, PARSONS, KS","67357",-95.2651789,37.3212513,"1902 us-59, parsons, ks 67357, usa"
"VIA CHRISTI HOSPITAL-WICHITA","929 NORTH ST FRANCIS STREET, WICHITA, KS","67214",-97.3315762,37.7448608,"n st francis st, wichita, ks 67219, usa"
"WESLEY MEDICAL CENTER","550 N HILLSIDE STREET, WICHITA, KS","67214",-97.2977831,37.6952735,"550 n hillside st, wichita, ks 67214, usa"
"SAINT LUKE'S CUSHING HOSPITAL","711 MARSHALL STREET, LEAVENWORTH, KS","66048",-94.9183175,39.3073185,"711 marshall st, leavenworth, ks 66048, usa"
"LAWRENCE MEMORIAL HOSPITAL","325 MAINE STREET, LAWRENCE, KS","66044",-95.2485837,38.9789308,"325 maine st, lawrence, ks 66044, usa"
"ASCENSION VIA CHRISTI HOSPITAL MANHATTAIN, INC","1823 COLLEGE AVE, MANHATTAN, KS","66502",-96.5992791,39.2011158,"1823 college ave, manhattan, ks 66502, usa"
"COFFEYVILLE REGIONAL MEDICAL CENTER, INC","1400 W 4TH ST, COFFEYVILLE, KS","67337",-95.6393051,37.0409324,"1400 w 4th st, coffeyville, ks 67337, usa"
"PROVIDENCE MEDICAL CENTER","8929 PARALLEL PARKWAY, KANSAS CITY, KS","66112",-94.7866525,39.1265615,"8929 parallel pkwy, kansas city, ks 66112, usa"
"SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY, ARKANSAS CITY, KS","67005",-97.038391,37.133018,"6401 patterson pkwy, winfield, ks 67156, usa"
"MORTON COUNTY HOSPITAL","445 N HILLTOP, ELKHART, KS","67950",-101.9053025,37.0019009,"445 hilltop st, elkhart, ks 67950, usa"
"WESTERN PLAINS MEDICAL COMPLEX","3001 AVENUE A, DODGE CITY, KS","67801",-100.0173017,37.7862701,"3001 avenue a, dodge city, ks 67801, usa"
"OVERLAND PARK REG MED CTR","10500 QUIVIRA ROAD, OVERLAND PARK, KS","66215",-94.7253288,38.9380304,"10500 quivira rd, lenexa, ks 66215, usa"
"MENORAH MEDICAL CENTER","5721 WEST 119TH STREET, OVERLAND PARK, KS","66209",-94.6513687,38.9107942,"5721 w 119th st, overland park, ks 66209, usa"
"KANSAS SURGERY & RECOVERY CENTER","2770 NORTH WEBB ROAD, WICHITA, KS","67226",-97.2250809,37.7330809,"2770 n webb rd, wichita, ks 67226, usa"
"SAINT LUKE'S SOUTH HOSPITAL","12300 METCALF AVENUE, OVERLAND PARK, KS","66213",-94.6691805,38.9039381,"12300 metcalf ave, overland park, ks 66213, usa"
"KANSAS HEART HOSPITAL","3601 NORTH WEBB ROAD, WICHITA, KS","67226",-97.2278284,37.7503032,"3601 n webb rd, wichita, ks 67226, usa"
"SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE, SALINA, KS","67401",-97.6084566,38.833694,"401 s santa fe ave, salina, ks 67401, usa"
"KANSAS CITY ORTHOPAEDIC INSTITUTE","3651 COLLEGE BLVD, LEAWOOD, KS","66211",-94.6281676,38.9267286,"3651 college blvd, leawood, ks 66211, usa"
"MANHATTAN SURGICAL HOSPITAL LLC","1829 COLLEGE AVENUE, MANHATTAN, KS","66502",-96.5991122,39.2027429,"1829 college ave, manhattan, ks 66502, usa"
"UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS","514 CLEVELAND STREET, GREAT BEND, KS","67530",-98.7908667,38.3563105,"514 cleveland st, great bend, ks 67530, usa"
"DOCTORS HOSPITAL LLC","4901 COLLEGE BLVD, LEAWOOD, KS","66211",-94.6436628,38.9270913,"4901 college blvd, leawood, ks 66211, usa"
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC","3333 NORTH WEBB ROAD, WICHITA, KS","67226",-97.226986,37.7435815,"3333 n webb rd, wichita, ks 67226, usa"
"KANSAS MEDICAL CENTER LLC","1124 WEST 21ST STREET, ANDOVER, KS","67002",-97.1480114,37.7243585,"1124 w 21st st, andover, ks 67002, usa"
"SUMMIT SURGICAL, LLC","1818 EAST 23RD AVENUE, HUTCHINSON, KS","67502",-97.8889985,38.0802478,"1818 e 23rd ave, hutchinson, ks 67502, usa"
"MINIMALLY INVASIVE SURGERY HOSPITAL","11217 LAKEVIEW AVENUE, LENEXA, KS","66219",-94.7689968,38.9242455,"11217 lakeview ave, lenexa, ks 66219, usa"
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","14800 WEST ST TERESA, WICHITA, KS","67235",-97.5132964,37.7257513,"14800 st teresa st, wichita, ks 67235, usa"
"PINNACLE REGIONAL HOSPITAL, INC","12850 METCALF AVENUE, OVERLAND PARK, KS","66213",-94.669175,38.8962752,"12850 metcalf ave, overland park, ks 66213, usa"
"MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS","1619 K 66, GALENA, KS","66739",-94.6223147,37.0776159,"1619 w 7th st, galena, ks 66739, usa"
"ROCK REGIONAL HOSPITAL, LLC","3251 NORTH ROCK ROAD, DERBY, KS","67037",-97.244413,37.5771438,"3251 n rock rd, derby, ks 67037, usa"
"GRISELL MEMORIAL HOSPITAL","210 SOUTH VERMONT AVENUE, RANSOM, KS","67572",-99.9312286,38.6360383,"210 vermont ave, ransom, ks 67572, usa"
"ELLINWOOD DISTRICT HOSPITAL","605 N MAIN STREET, ELLINWOOD, KS","67526",-98.5809106,38.3555675,"ellinwood, ks 67526, usa"
"LANE COUNTY HOSPITAL","235 WEST VINE  PO BOX 969, DIGHTON, KS","67839",-100.4692606,38.4803585,"235 w vine st, dighton, ks 67839, usa"
"ASHLAND HEALTH CENTER","625 SOUTH KENTUCKY, ASHLAND, KS","67831",-99.7797746,37.1902572,"625 s kentucky st, ashland, ks 67831, usa"
"WICHITA COUNTY HEALTH CENTER","211 E EARL STREET, LEOTI, KS","67861",-101.3547588,38.4761674,"211 earl st, leoti, ks 67861, usa"
"RAWLINS COUNTY HEALTH CENTER","707 GRANT ST, ATWOOD, KS","67730",-101.038541,39.814234,"707 grant st, atwood, ks 67730, usa"
"MERCY HOSPITAL COLUMBUS","220 N PENNSYLVANIA AVENUE, COLUMBUS, KS","66725",-94.8431113,37.1725395,"220 n pennsylvania ave, columbus, ks 66725, usa"
"JEWELL COUNTY HOSPITAL","100 CRESTVUE AVE, MANKATO, KS","66956",-98.1998547,39.7862551,"100 crestvue ave, mankato, ks 66956, usa"
"CHEYENNE COUNTY HOSPITAL","210 WEST 1ST STREET, ST FRANCIS, KS","67756",-101.8033405,39.7713574,"210 w 1st st, st francis, ks 67756, usa"
"ROOKS COUNTY HEALTH CENTER","1210 NORTH WASHINGTON, PLAINVILLE, KS","67663",-99.2964912,39.2475136,"1210 n washington st, plainville, ks 67663, usa"
"COMANCHE COUNTY HOSPITAL","202 S FRISCO STREET, COLDWATER, KS","67029",-99.3327479,37.2680977,"202 s frisco st, coldwater, ks 67029, usa"
"KEARNY COUNTY HOSPITAL","500 THORPE STREET, LAKIN, KS","67860",-101.251419,37.9459952,"500 n thorpe st, lakin, ks 67860, usa"
"F W HUSTON MEDICAL CENTER","408 DELAWARE STREET, WINCHESTER, KS","66097",-95.2696394,39.3256231,"408 delaware st, winchester, ks 66097, usa"
"NEMAHA VALLEY COMMUNITY HOSPITAL","1600 COMMUNITY DR, SENECA, KS","66538",-96.0782621,39.83726,"1600 community dr, seneca, ks 66538, usa"
"ANDERSON COUNTY HOSPITAL","421 S MAPLE, GARNETT, KS","66032",-95.2516317,38.2797885,"421 s maple st, garnett, ks 66032, usa"
"EDWARDS COUNTY HOSPITAL","620 WEST EIGHTH STREET, KINSLEY, KS","67547",-99.4198009,37.921055,"620 w 8th st, kinsley, ks 67547, usa"
"SEDAN CITY HOSPITAL","300 NORTH STREET, SEDAN, KS","67361",-96.1890801,37.1339667,"300 north st, sedan, ks 67361, usa"
"HOLTON COMMUNITY HOSPITAL","1110 COLUMBINE DRIVE, HOLTON, KS","66436",-95.7511831,39.4791373,"1110 columbine dr, holton, ks 66436, usa"
"MEADE DISTRICT HOSPITAL","510 EAST CARTHAGE, MEADE, KS","67864",-100.3340896,37.2865252,"510 e carthage st, meade, ks 67864, usa"
"HAMILTON COUNTY HOSPITAL","700 NORTH HUSER, SYRACUSE, KS","67878",-101.7426286,37.9846055,"700 huser st, syracuse, ks 67878, usa"
"STAFFORD COUNTY HOSPITAL","502 S BUCKEYE, STAFFORD, KS","67578",-98.5956877,37.956653,"502 s buckeye st, stafford, ks 67578, usa"
"SATANTA DISTRICT HOSPITAL, CLINICS, & LTCU","401 CHEYENNE, SATANTA, KS","67870",-100.9866175,37.4371149,"401 cheyenne ave, satanta, ks 67870, usa"
"GRAHAM COUNTY HOSPITAL","304 WEST PROUT STREET, HILL CITY, KS","67642",-99.84554,39.3721547,"304 w prout st, hill city, ks 67642, usa"
"LOGAN COUNTY HOSPITAL","211 CHERRY AVENUE, OAKLEY, KS","67748",-100.8629296,39.1269442,"211 cherry ave, oakley, ks 67748, usa"
"ELLSWORTH COUNTY MEDICAL CENTER","1604 AYLWARD AVENUE, ELLSWORTH, KS","67439",-98.2186722,38.7435018,"1604 aylward ave, ellsworth, ks 67439, usa"
"OTTAWA COUNTY HEALTH CENTER","215 E 8TH STREET, MINNEAPOLIS, KS","67467",-97.7046209,39.1289271,"215 e 8th st, minneapolis, ks 67467, usa"
"SUMNER COUNTY HOSPITAL DISTRICT NO 1","601 SOUTH OSAGE STREET, CALDWELL, KS","67022",-97.610151,37.0262229,"601 s osage st, caldwell, ks 67022, usa"
"HOSPITAL DISTRICT #1 OF RICE COUNTY","619 SOUTH CLARK AVENUE, LYONS, KS","67554",-98.2165986,38.3414852,"619 s clark ave, lyons, ks 67554, usa"
"KIOWA DISTRICT HOSPITAL","1002 SOUTH 4TH STREET, KIOWA, KS","67070",-98.4877581,37.0075707,"1002 s 4th st, kiowa, ks 67070, usa"
"KIOWA COUNTY MEMORIAL HOSPITAL","721 WEST KANSAS, GREENSBURG, KS","67054",-99.3016899,37.6055088,"721 w kansas ave, greensburg, ks 67054, usa"
"CLARA BARTON HOSPITAL","250 W 9TH STREET, HOISINGTON, KS","67544",-98.7783065,38.5222202,"250 w 9th st, hoisington, ks 67544, usa"
"MEDICINE LODGE MEMORIAL HOSPITAL","710 N WALNUT STREET, MEDICINE LODGE, KS","67104",-98.5769735,37.2897409,"710 n walnut st, medicine lodge, ks 67104, usa"
"STEVENS COUNTY HOSPITAL","1006 S JACKSON, HUGOTON, KS","67951",-101.3494438,37.1701582,"1006 s jackson st, hugoton, ks 67951, usa"
"NESS COUNTY HOSPITAL DISTRICT #2","312 CUSTER STREET, NESS CITY, KS","67560",-99.9013318,38.4582617,"312 e custer st, ness city, ks 67560, usa"
"WAMEGO HEALTH CENTER","711 GENN DRIVE, WAMEGO, KS","66547",-96.3192012,39.2049985,"711 genn dr, wamego, ks 66547, usa"
"GREAT PLAINS OF SABETHA","14TH & OREGON, SABETHA, KS","66534",-95.7034662,37.2237972,"300 e main st #201, independence, ks 67301, usa"
"GREENWOOD COUNTY HOSPITAL","100 W 16TH STREET, EUREKA, KS","67045",-96.2942004,37.8361501,"100 w 16th st, eureka, ks 67045, usa"
"HERINGTON MUNICIPAL HOSPITAL","100 E HELEN STREET, HERINGTON, KS","67449",-96.941767,38.680621,"100 e helen st, herington, ks 67449, usa"
"HIAWATHA COMMUNITY HOSPITAL","300 UTAH STREET, HIAWATHA, KS","66434",-95.5309723,39.8521626,"300 utah st, hiawatha, ks 66434, usa"
"RUSH COUNTY MEMORIAL HOSPITAL","801 LOCUST ST, LA CROSSE, KS","67548",-99.3169846,38.5305933,"801 locust st, la crosse, ks 67548, usa"
"STANTON COUNTY HOSPITAL","404 N CHESTNUT, JOHNSON, KS","67855",-101.7497804,37.5739694,"404 n chestnut st, johnson city, ks 67855, usa"
