SiteNumber	Type	LocationID	EffectiveDate	Region	DistrictOffice	State	StateName	County	CountyState	City	FacilityName	Ownership	Use	Owner	OwnerAddress	OwnerCSZ	OwnerPhone	Manager	ManagerAddress	ManagerCSZ	ManagerPhone	ARPLatitude	ARPLatitudeS	ARPLongitude	ARPLongitudeS	ARPMethod	ARPElevation	ARPElevationMethod	MagneticVariation	MagneticVariationYear	TrafficPatternAltitude	ChartName	DistanceFromCBD	DirectionFromCBD	LandAreaCoveredByAirport	BoundaryARTCCID	BoundaryARTCCComputerID	BoundaryARTCCName	ResponsibleARTCCID	ResponsibleARTCCComputerID	ResponsibleARTCCName	TieInFSS	TieInFSSID	TieInFSSName	AirportToFSSPhoneNumber	TieInFSSTollFreeNumber	AlternateFSSID	AlternateFSSName	AlternateFSSTollFreeNumber	NOTAMFacilityID	NOTAMService	ActivationDate	AirportStatusCode	CertificationTypeDate	FederalAgreements	AirspaceDetermination	CustomsAirportOfEntry	CustomsLandingRights	MilitaryJointUse	MilitaryLandingRights	InspectionMethod	InspectionGroup	LastInspectionDate	LastOwnerInformationDate	FuelTypes	AirframeRepair	PowerPlantRepair	BottledOxygenType	BulkOxygenType	LightingSchedule	BeaconSchedule	ATCT	UNICOMFrequencies	CTAFFrequency	SegmentedCircle	BeaconColor	NonCommercialLandingFee	MedicalUse	SingleEngineGA	MultiEngineGA	JetEngineGA	HelicoptersGA	GlidersOperational	MilitaryOperational	Ultralights	OperationsCommercial	OperationsCommuter	OperationsAirTaxi	OperationsGALocal	OperationsGAItin	OperationsMilitary	OperationsDate	AirportPositionSource	AirportPositionSourceDate	AirportElevationSource	AirportElevationSourceDate	ContractFuelAvailable	TransientStorage	OtherServices	WindIndicator	IcaoIdentifier	MinimumOperationalNetwork
03250.1*A	AIRPORT	'JAX	8/12/21	ASO	ORL	FL	FLORIDA	DUVAL	FL	JACKSONVILLE	JACKSONVILLE INTL	PU	PU	JACKSONVILLE INTL AIRPORT	14201 PECAN PARK ROAD	"JACKSONVILLE, FL 32218"	    904-741-2000	MR. TERRY DLUGOS	14201 PECAN PARK ROAD	"JACKSONVILLE, FL 32218"	  (904) 741-3866	30-29-38.5640N	109778.5640N	081-41-16.2480W	294076.2480W	E	29	S	06W	2010		JACKSONVILLE	9	N	7911	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				JAX	Y	11/1/68	O	I D S 05/1973	NGY	NO OBJECTION	N	Y	N	Y	F	F	7092019		100LLA	MAJOR	MINOR			SS-SR	SS-SR	Y	122.95		Y	CG	N		3	4	31			18		58083		14355	818	11171	9504	5/31/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,AVNCS,CARGO,CHTR,SURV"	Y-L	KJAX	N
03263.*A	AIRPORT	'EYW	8/12/21	ASO	ORL	FL	FLORIDA	MONROE	FL	KEY WEST	KEY WEST INTL	PU	PU	MONROE COUNTY	3491 S ROOSEVELT BLVD	"KEY WEST, FL 33040-5260"	    305-809-5200	RICHARD STRICKLAND	3491 S ROOSEVELT BLVD	"KEY WEST, FL 33040-5260"	    305-809-5200	24-33-22.0310N	088402.0310N	081-45-35.8410W	294335.8410W	E	3	S	04W	2000		MIAMI	2	E	334	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				EYW	Y	4/1/40	O	I B S 12/1978	NGSY	NO OBJECTION	Y	Y	N	Y	F	F	3012019		100LLA	MAJOR	MAJOR	LOW	NONE	SEE RMK	SS-SR	Y	122.95	118.2	Y	CG	N		18	3	1	1			1	15915		5043	2550	29821	549	12/31/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AMB,CHTR,INSTR,RNTL,SALES"	Y-L	KEYW	N
03262.*A	AIRPORT	'42J	8/12/21	ASO	ORL	FL	FLORIDA	CLAY	FL	KEYSTONE HEIGHTS	KEYSTONE HEIGHTS	PU	PU	KEYSTONE HEIGHTS AIRPORT AUTHORITY	7150 AIRPARK ROAD	"STARKE, FL 32091-9347"	    352-473-0031	MARIA HITT	"KEYSTONE HEIGHTS AIRPORT, 7150 AIRPORT ROAD"	"STARKE, FL 32091-9347"	    352-473-0031	29-50-41.1000N	107441.1000N	082-02-51.1000W	295371.1000W	E	196	S	05W	2000		JACKSONVILLE	3	N	2476	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				GNV	Y	2/1/44	O		NGPRY	NOT ANALYZED	N	N	N	Y	S	S	9172018		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.7	122.7	Y-L	CG	N		16	0	0	0	2	0	1			500	15000	16000	900	9/17/18	NACO	00:00.0	NACO	00:00.0		"HGR,TIE"	"CHTR,INSTR,RNTL,SALES"	Y-L		N
03270.1*A	AIRPORT	'X14	8/12/21	ASO	ORL	FL	FLORIDA	HENDRY	FL	LA BELLE	LA BELLE MUNI	PU	PU	HENDRY COUNTY	 99 EAST COWBOY WAY	"LABELLE, FL 33975-1607"	    863 675-5220	REBECCA WISE	311 EAST COWBOY WAY	"LABELLE, FL 33935-1607"	    863-675-1568	26-44-26.1000N	096266.1000N	081-25-41.8000W	293141.8000W	E	20	E	05W	2010		MIAMI	1	S	160	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y	1/1/56	O		NGY	NO OBJECTION	N	N	N	Y	S	S	10092018		100LLA	MINOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	N	CG	N		59	11	0	1	3	0	0			120	14880	7000		10/9/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AGRI,AVNCS,GLD,INSTR,TOW"	Y-L		N
03279.*A	AIRPORT	'LCQ	8/12/21	ASO	ORL	FL	FLORIDA	COLUMBIA	FL	LAKE CITY	LAKE CITY GATEWAY	PU	PU	CITY OF LAKE CITY	205 NORTH MARION AVE	"LAKE CITY, FL 32055"	    386-719-5785	FLORENCE STRAUGH	3524 E US HWY 90	"LAKE CITY, FL 32055"	    386-752-1066	30-10-55.4000N	108655.4000N	082-34-36.7000W	297276.7000W	E	200	S	03W	1990		JACKSONVILLE	3	E	1250	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				GNV	Y	4/1/40	O		NGPRY3	NO OBJECTION	N	N	N	Y	S	S	4042018		100LLA	MINOR	MINOR	NONE	NONE	SEE RMK	SS-SR	Y	122.95	119.2	Y	CG	N		23	1	3	1	0	0	0			1300	11114	13700	2600	4/4/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AMB,INSTR,RNTL"	Y-L	KLCQ	N
03288.2*A	AIRPORT	'X25	8/12/21	ASO	ORL	FL	FLORIDA	POLK	FL	LAKE WALES	CHALET SUZANNE AIR STRIP	PR	PU	CHALET SUZANNE PROPERTIES. INC	3800 CHALET SUZANNE DRIVE	"LAKE WALES, FL 33859-7763"	    863-676-6011	DENISE HINSHAW	3800 CHALET SUZANNE DRIVE	"LAKE WALES, FL 33859-7763"	  (863) 521-3348	27-57-13.7000N	100633.7000N	081-36-05.1000W	293765.1000W	E	130	E	03W	1985		MIAMI	3	N	20	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	4/1/67	O			CONDITIONAL			N		S	S	7232018			NONE	NONE	NONE	NONE	SEE RMK		N	122.8	122.8	N		N		3	1								60	400	2000	12	7/23/18	FAA-EST	00:00.0				TIE	"AGRI,INSTR"	Y-L		N
03288.*A	AIRPORT	'X07	8/12/21	ASO	ORL	FL	FLORIDA	POLK	FL	LAKE WALES	LAKE WALES MUNI	PU	PU	LAKE WALES AIRPORT AUTHORITY	"CITY ADMINISTRATION BUILDING, 201 CENTRAL AVENUE WEST"	"LAKE WALES, FL 33853-1320"	    863-678-4182	AMANDA KIRBY	450 SOUTH AIRPORT ROAD	"LAKE WALES, FL 33859-1320"	  (863) 678-0080	27-53-35.5590N	100415.5590N	081-37-17.2520W	293837.2520W	E	126	S	03W	1985		MIAMI	2	W	520	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	4/1/40	O		NGY3	NOT ANALYZED	N	N	N	Y	S	S	7252018		100LLA	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y-L	CG	N		12	1	0	2	1	0	2			800	13986	5094	120	7/25/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	PAJA	Y-L		N
03283.*A	AIRPORT	'LAL	8/12/21	ASO	ORL	FL	FLORIDA	POLK	FL	LAKELAND	LAKELAND LINDER INTL	PU	PU	CITY OF LAKELAND	3900 DON EMERSON DRIVE SUITE 210	"LAKELAND, FL 33811-1340"	    863-834-3298	EUGENE CONRAD	3900 DON EMERSON DRIVE SUITE 210	"LAKELAND, FL 33811-1340"	    863-834-3298	27-59-15.5000N	100755.5000N	082-01-08.4000W	295268.4000W	E	141	S	06W	2025		MIAMI	4	SW	1710	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				LAL	Y	1/1/43	O	I B S 12/1977	NGPRY	NO OBJECTION	N	N	N	Y	F	F	1282020		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.95	124.5	Y	CG	N		151	31	73	5	3	0	0	10		1279	46646	73110	3020	12/31/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		HGR	"AVNCS,CARGO,CHTR,INSTR,RNTL,SALES"	Y	KLAL	N
03281.1*A	AIRPORT	'X49	8/12/21	ASO	ORL	FL	FLORIDA	POLK	FL	LAKELAND	SOUTH LAKELAND	PR	PU	"SOUTH LAKELAND AIRPORT, INC"	813 S. 2ND STREET	"LA CONNER, WA 98257-1409"	    408-316-7671	RAMON TORRES	"SOUTH LAKELAND AIRPORT, 7500 CORONE ROAD"	"MULBERRY, FL 33860-8307"	    863-417-2177	27-56-00.0890N	100560.0890N	082-02-38.3060W	295358.3060W	E	110	E	02W	1985		MIAMI	1	S	32	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	8/1/65	O			CONDITIONAL	N	N	N	N	S	S	12152017	3081978	UL94	MINOR	MINOR	NONE	NONE			N		122.9	Y		N		60	3		1		1	5				10000	2000		12/15/17						HGR	"INSTR,SALES"	Y		N
03298.*A	AIRPORT	'LEE	8/12/21	ASO	ORL	FL	FLORIDA	LAKE	FL	LEESBURG	LEESBURG INTL	PU	PU	CITY OF LEESBURG	PO BOX 490630	"LEESBURG, FL 34749-0630"	    352-516-7236	TRACEY DEAN	PO BOX 490630	"LEESBURG, FL 34749"	  (352) 728-9801	28-49-22.4000N	103762.4000N	081-48-30.3000W	294510.3000W	E	75	S	05W	2010		JACKSONVILLE	3	NE	818	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				LEE	Y	1/1/43	O		NGPY3	NOT ANALYZED	N	N	N	Y	S	S	9192018		100LLA	MAJOR	MAJOR	LOW	NONE	SEE RMK	SS-SR	Y	122.725	119.35	Y-L	CG	N		85	12	7	27	0	0	0				37392	37876	189	10/1/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AGRI,AVNCS,CHTR,INSTR,RNTL,SALES"	Y-L	KLEE	N
03305.1*A	AIRPORT	'24J	8/12/21	ASO	ORL	FL	FLORIDA	SUWANNEE	FL	LIVE OAK	SUWANNEE COUNTY	PU	PU	SUWANNEE COUNTY	13150 80TH TERRACE	"LIVE OAK, FL 32064"	    386-364-3400	GREG SCOTT	1201 SILAS DRIVE	"LIVE OAK, FL 32064"	  (386) 362-3004	30-18-01.4000N	109081.4000N	083-01-27.8000W	298887.8000W	E	103	S	05W	2015	1197	JACKSONVILLE	2	W	183	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				GNV	Y	7/1/65	O		NGY	CONDITIONAL	N	N	N	Y	S	S	4042018		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y-L	CG	N		28	4	0	2	1	0	0				9600	6700		4/4/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AGRI,AMB,INSTR,SALES"	Y-L		N
03314.*A	AIRPORT	'MTH	8/12/21	ASO	ORL	FL	FLORIDA	MONROE	FL	MARATHON	THE FLORIDA KEYS MARATHON INTL	PU	PU	MONROE COUNTY	500 WHITEHEAD ST	"KEY WEST, FL 33040"	    305-296-5439	MICHAEL LEGERE	9400 OVERSEAS HWY SUITE 200	"MARATHON, FL 33050"	    305-289-6302	24-43-34.3000N	089014.3000N	081-03-04.9000W	291784.9000W	E	5	S	04W	2000		MIAMI	3	E	197	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MTH	Y	3/1/44	O	I A U 12/1974	NGY	NOT ANALYZED	N	Y	N	Y	F	F	1142020		100LLA1+	MINOR	MINOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	N	122.975	122.975	Y	CG	N		43	8	1	10	0	0	0	0		0	22610	18015	431	10/31/20	NGS	00:00.0	NGS	00:00.0		TIE	"AGRI,INSTR,RNTL,SALES"	Y-L	KMTH	N
03315.44*A	AIRPORT	'MKY	8/12/21	ASO	ORL	FL	FLORIDA	COLLIER	FL	MARCO ISLAND	MARCO ISLAND EXEC	PU	PU	COLLIER COUNTY AIRPORT AUTHORITY	"2005 MAINSAIL DRIVE, SUITE 1"	"NAPLES, FL 34114"	   (239)394-3355	JUSTIN E. LOBB	"2005 MAINSAIL DRIVE, SUITE 1"	"NAPLES, FL 34114"	    239 642-7878	25-59-42.1000N	093582.1000N	081-40-21.1000W	294021.1000W	E	5	S	03W	1995		MIAMI	4	NE	140	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y		O		NY	NO OBJECTION	N	N			S	S	10102018		100LLA    A+	MINOR	MINOR	NONE	NONE	SEE RMK	SS-SR	N	122.7	122.7	Y	CG	N		29	1	1	2	0	0	0			4600	29300	24400	130	2/28/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"CHTR,INSTR,RNTL"	Y-L	KMKY	N
03319.*A	AIRPORT	'MAI	8/12/21	ASO	ORL	FL	FLORIDA	JACKSON	FL	MARIANNA	MARIANNA MUNI	PU	PU	MARIANNA MUNI AIRPORT AUTHORITY	P.O. BOX 936	"MARIANNA, FL 32447"	        850-482-	DOUG GLASS	"MARIANNA MUNICIPAL AIRPORT, 3689 IDUSTRIAL PARK DRIVE"	"MARIANNA, FL 32446"	    850-482-2281	30-50-17.5970N	111017.5970N	085-10-56.0050W	306656.0050W	E	110	S	02W	2000		NEW ORLEANS	4	NE	632	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				MAI	Y	9/1/43	O		NGPRY	NO OBJECTION	N	N	N	Y	S	S	3092018		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123	123	Y	CG	N		35	1	0	3	0	0	0				10816	8000	9200	3/9/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AMB,GLD,TOW"	Y-L	KMAI	N
03321.*A	AIRPORT	'MLB	8/12/21	ASO	ORL	FL	FLORIDA	BREVARD	FL	MELBOURNE	MELBOURNE ORLANDO INTL	PU	PU	CITY OF MELBOURNE	1 AIR TERMINAL PKWY/SUITE 220	"MELBOURNE, FL 32901"	    321-723-6227	GREG DONOVAN	"1 AIRPORT TERMINAL PKWY, SUITE 220"	"MELBOURNE, FL 32901"	    321-723-6227	28-06-09.9000N	101169.9000N	080-38-42.9000W	290322.9000W	E	33	S	07W	2015		JACKSONVILLE	2	NW	2420	ZMA	ZCR	MIAMI	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				MLB	Y	4/1/40	O	I C S 05/1973	NGPRY3	NO OBJECTION	N	N	N	Y	F	F	2112020		100LLA	MAJOR	MAJOR	NONE		SEE RMK	SS-SR	Y	122.95	118.2	Y	CG	N		186	42	26	9		1		4210		2581	27685	68586	598	12/31/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AMB,AVNCS,CARGO,CHTR,INSTR,RNTL"	Y-L	KMLB	N
03323.*A	AIRPORT	'COI	8/12/21	ASO	ORL	FL	FLORIDA	BREVARD	FL	MERRITT ISLAND	MERRITT ISLAND	PU	PU	TITUSVILLE-COCOA AIRPORT DISTRICT	355 GOLDEN KNIGHTS BLVD	"TITUSVILLE, FL 32780"	    321-267-8780	MICHAEL POWELL	355 GOLDEN KNIGHTS BLVD	"TITUSVILLE, FL 32780"	    321-267-8780	28-20-29.8000N	102029.8000N	080-41-07.7000W	290467.7000W	E	5	S	05W	2000		JACKSONVILLE	0	S	140	ZMA	ZCR	MIAMI	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	6/1/52	O		NGY	CONDITIONAL	N	Y	N	Y	S	S	8152018		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SEE RMK	N	122.975	122.975	Y-L	CG	N		38	7	0	5	0	0	0			1500	64000	48000		8/15/18	NGS	00:00.0	NGS	00:00.0		TIE	"AVNCS,INSTR,RNTL"	Y-L	KCOI	N
03326.*A	AIRPORT	'TNT	8/12/21	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	DADE-COLLIER TRAINING AND TRANSITION	PU	PU	MIAMI-DADE  COUNTY	"MIAMI-DADE AVIATION DEPARTMENT, PO BOX 025504"	"MIAMI, FL 33102-5504"	  (305) 876-0464	ELVIN HERNANDEZ	14201 NW LEJEUNE RD	"OPA-LOCKA, FL 33054"	  (305) 869-1662	25-51-42.5000N	093102.5000N	080-53-49.2000W	291229.2000W	E	12	S	05W	2005		MIAMI	36	W	24960	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y		O		NGY	NO OBJECTION	N	N	N	Y	S	S	10102018			NONE	NONE	NONE	NONE		SS-SR	N	123	123	Y-L	CG	Y		0	0	0	0	0	0	0					14468	0	10/10/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0				Y-L	KTNT	N
03324.1*C	SEAPLANE BASE	'X44	8/12/21	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	MIAMI	PU	PU	CITY OF MIAMI	"444 SW 2NE, MIAMI SEAPLANE BASE"	"MIAMI, FL 33130"	    305-416-1025	EMILIO T. GONZALEZ	"CITY MANAGER, 444 SW 2ND AVE"	"MIAMI, FL 33130"	    305-416-1025	25-46-42.0000N	092802.0000N	080-10-13.0000W	288613.0000W	E	6	E	03W	1985		MIAMI	2	E	2	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y	3/1/48	O		N	NOT ANALYZED	N	N	N	N	S	S	5022018			NONE	NONE	NONE	NONE			N	122.8	123.025	N		N		0	0	0	0	0	0	0			1950				5/2/18			ADO	00:00.0				Y		N
03325.1*A	AIRPORT	'TMB	8/12/21	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	MIAMI EXEC	PU	PU	MIAMI-DADE COUNTY	"MIAMI -DADE AVIATION DEPT., P.O. BOX 025504"	"MIAMI, FL 33102-5504"	    305-876-0464	JONATHAN SPICER	12800 SW 145TH AVE	"MIAMI, FL 33186"	    305-869-1702	25-38-51.2294N	092331.2294N	080-25-59.6086W	289559.6086W	E	10	S	06W	2010		MIAMI	13	SW	1380	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				TMB	Y	11/1/67	O		NGY	NO OBJECTION	N	Y	N	Y	S	S	5032018		100LLA	MAJOR	MAJOR	HIGH/LOW	LOW	SEE RMK	SS-SR	Y		118.9	Y-L	CG	N		104	17	5	6	3	0	0			1785	75866	116394	66	5/3/18	FAA-EST	00:00.0	FAA	00:00.0		"HGR,TIE"	"AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV"	Y-L	KTMB	Y
03333.*A	AIRPORT	'MIA	8/12/21	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	MIAMI INTL	PU	PU	DADE COUNTY AVIATON DEPT	PO BOX 025504	"MIAMI, FL 33102-5504"	    305-876-7077	LESTER SOLA	"MIAMI-DADE AVIATION DEPARTMENT, P.O. BOX 025504"	"MIAMI, FL 33102-5504"	    305-876-7077	25-47-43.3000N	092863.3000N	080-17-24.4170W	289044.4170W	E	9	S	05W	2000		MIAMI	8	NW	3300	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y	4/1/40	O	I E S 05/1973	NGPY	NO OBJECTION	Y	Y	N	Y	F	F	1172020		100  A	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW		SS-SR	Y	123		N	CG	Y		0	13	15					356198		44828	0	14941	455	12/31/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,AGRI,CARGO,CHTR"	Y-L	KMIA	N
03339.*A	AIRPORT	'OPF	8/12/21	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	MIAMI-OPA LOCKA EXEC	PU	PU	MIAMI-DADE COUNTY	"MIAMI-DADE AVIATION DEPARTMENT, P.O. BOX 025504"	"MIAMI, FL 33102-5504"	    305-876-0464	ELVIN HERNANDEZ	14201 NW LEJEUNE RD	"OPA-LOCKA, FL 33054"	    305-869-1662	25-54-26.7000N	093266.7000N	080-16-41.6000W	289001.6000W	E	8	S	06W	2010		MIAMI	10	N	1880	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				OPF	Y	5/1/41	O		NGPY	NO OBJECTION	N	Y	N	Y	S	S	5032018		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y		134.675	Y-L	CG	N		35	13	10	3	0	5	0	36		9494	47859	81067	9182	5/3/18	NGS	00:00.0	NGS	00:00.0		"HGR,TIE"	"AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES"	Y-L	KOPF	N
03351.*A	AIRPORT	'2R4	8/12/21	ASO	ORL	FL	FLORIDA	SANTA ROSA	FL	MILTON	PETER PRINCE FLD	PU	PU	SANTA ROSA COUNTY	6495 CAROLINE STREET	"MILTON, FL 32570"	    850-983-1855	TINA STEWART	"6491 CAROLINE ST, SUITE 4"	"MILTON, FL 32570"	    850-623-0174	30-38-15.4350N	110295.4350N	086-59-37.1500W	313177.1500W	E	81	S	01W	2000		NEW ORLEANS	3	E	565	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				GNV	Y	4/1/40	O		NGY	CONDITIONAL	N	N	N	Y	S	S	3072018		100LLA1+	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.975	122.975	Y	CG	N		108	17	0	4	0	0	4				86400	7500	50	3/7/18	FAA-EST	00:00.0				TIE		Y-L		N
03379.*A	AIRPORT	'APF	8/12/21	ASO	ORL	FL	FLORIDA	COLLIER	FL	NAPLES	NAPLES MUNI	PU	PU	CITY OF NAPLES APT AUTH	160 AVIATION DR NORTH	"NAPLES, FL 34104"	    239-643-0733	CHRISTOPHER A. ROZANSKY	160 AVIATION DR NORTH	"NAPLES, FL 34104"	    239-643-0733	26-09-08.7869N	094148.7869N	081-46-32.3011W	294392.3011W	E	8	S	03W	1995		MIAMI	2	NE	732	ZMA	ZCR	MIAMI	ZMA	ZCR	MIAMI	N	MIA	MIAMI		1-800-WX-BRIEF				APF	Y	7/1/44	O	I A S 01/1983	NGY3	NOT ANALYZED	N	N	N	Y	F	F	5142019		100LLA    A+	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	Y		128.5	Y	CG	N		207	41	92	20	1	0	1	1		14631	27945	69364	321	9/30/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AGRI,AMB,CHTR,RNTL,SALES"	Y-L	KAPF	N
03384.*A	AIRPORT	'1J9	8/12/21	ASO	ORL	FL	FLORIDA	SANTA ROSA	FL	NAVARRE	FORT WALTON BEACH	PR	PU	BOOMER AVIATION INC.	P.O. BOX 1075	"FORT WALTON, FL 32549"	    850-244-1313	SANDY WILLIAMS	"P.O. BOX 1075, P.O. BOX"	"FT WALTON BEACH, FL 32549"	  (850) 244-1313	30-24-22.7000N	109462.7000N	086-49-45.1000W	312585.1000W	E	22	S	01E	1985		NEW ORLEANS	2	E	15	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	GNV	GAINESVILLE		1-800-WX-BRIEF				GNV	Y	5/1/69	O			NOT ANALYZED	N	N			S	S	3062018			NONE	NONE	NONE	NONE			N	122.7	122.7	N		N		8										7280	750		3/6/18	FAA-EST	00:00.0	ADO					Y		N
03387.2*A	AIRPORT	'X50	8/12/21	ASO	ORL	FL	FLORIDA	VOLUSIA	FL	NEW SMYRNA BEACH	MASSEY RANCH AIRPARK	PR	PU	MASSEY RANCH AIRPARK	PO BOX 1947	"NEW SMYRA BEACH, FL 32170-1947"	    386-428-3818	JOHN MASSEY	"MASSEY RANCH AIRPARK, PO BOX 1947"	"NEW SMYRA BEACH, FL 32170-1947"	    386-428-3818	28-58-44.1000N	104324.1000N	080-55-29.2000W	291329.2000W	E	10	S	07W	2015		JACKSONVILLE	3	S	12	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	6/1/81	O			CONDITIONAL	N	N			S	S	8152018	4021979	100LLA	MAJOR	MAJOR	NONE	NONE	SS-SR		N	122.7	122.7	N		N		75	12	1	5	4		1				5750	4000		8/15/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AVNCS,INSTR"	Y-L		N
